property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price,row_id,row_num,sqft_numeric,sale_price,price_per_sqft_numeric
"4 BHK Apartment for Sale in Pal Surat","Super Area","3294 sqft","New Property","Poss. by Jan '26","10 out of 13",Unfurnished,East,"4 bhk under construction possession in January 2026booking is open near baghban circle palwith all modern amenities  for visit and more information please call us NO BROKRAGERead more","₹4,948 per sqft ","₹1.63 Cr ",3874,1,3294.00,16300000,4948
"4 BHK Apartment for Sale in Pal Surat","Super Area","3751 sqft","New Property","Poss. by Dec '26","5 out of 13",Unfurnished,East,"A beautiful 4 bhk apartment in pal, surat. The property is a part of Veer Waves. It is a new property in a promising locality. This well It is located on the 1st floor. The property ownership is freehold type and has a super builtUp area of 3751. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 6500per sq. Ft. The apartment is new constructionRead more","₹6,500 per sqft ","₹2.43 Cr ",3872,1,3751.00,24300000,6500
"4 BHK Apartment for Sale in Pal Surat","Super Area","3770 sqft","New Property","Poss. by Apr '26","9 out of 20",Unfurnished,East,"This super luxurious 4 BHK flat is right in the center of the PAL area, offering all sorts of fancy amenities like a jacuzzi and more. Everything is designed to feel luxurious, with amenities placed at podium level. Plus, it has the best floor plan compared to other places nearby. Get ready to live in style and comfort in this topnotch residence.Read more","₹5,850 per sqft ","₹2.20 Cr ",3856,1,3770.00,22000000,5850
"4 BHK Apartment for Sale in Pal Surat","Super Area","3770 sqft","New Property","Poss. by May '26","6 out of 19",Unfurnished,East,"4 BHK Flat For Sell In Pal Area With All Amenities .","₹6,101 per sqft ","₹2.30 Cr ",4040,1,3770.00,23000000,6101
"4 BHK Apartment for Sale in Pal Surat","Super Area","3800 sqft","New Property","Poss. by Oct '25","9 out of 12",Unfurnished,East,"4 BHK Luxurious Flat For Sell  With ew Construction in Pal Area.","₹5,105 per sqft ","₹1.94 Cr ",3919,1,3800.00,19400000,5105
"4 BHK Apartment for Sale in Pal Surat","Super Area","4000 sqft","New Property","Poss. by Aug '24","4 out of 9",Unfurnished,East,"4 BHK Luxurious Flat For Sell In Pal .Contact For More Details.","₹6,000 per sqft ","₹2.40 Cr ",4250,1,4000.00,24000000,6000
"4 BHK Apartment for Sale in Pal Surat","Super Area","4500 sqft","New Property","Poss. by Dec '26","6 out of 13",Unfurnished,East,"A beautiful 4 bhk apartment in pal, surat. The property is a part of Veer Waves . It is a new property in a promising locality. This well It is located on the 1st floor. The property ownership is freehold type and has a super builtUp area of 4500. Ft. The price of the property is estimated at rs. And per unit area cost is at rs. 6500per sq. Ft. The apartment is new construction.Read more","₹6,500 per sqft ","₹2.92 Cr ",3870,1,4500.00,29200000,6500
"4 BHK Apartment for Sale in Palanpur Surat","Carpet Area","1600 sqft","New Property","Poss. by Jun '25","8 out of 13",Unfurnished,East,"4 BHK Luxurious Flat For Sell In Palanpur Area With All Aminities.Read more","₹3,855 per sqft ","₹1.12 Cr ",3664,1,1600.00,11200000,3855
"4 BHK Apartment for Sale in Palanpur Surat","Super Area","2910 sqft","New Property","Ready to Move","5 out of 13",Unfurnished,East,"4 BHK Luxurious Flat For Sell In Palanpur Prime Area With All Aminities .Contact for More Details .Read more","₹4,124 per sqft ","₹1.20 Cr ",3597,1,2910.00,12000000,4124
"4 BHK Apartment for Sale in Pioneer Luxury, Bhimrad Surat","Carpet Area","1427 sqft","New Property","Ready to Move","1 out of 13",Unfurnished,North-East,"Luxurious 4 Bhk Flat For Sell In Althan","₹4,491 per sqft ","₹1.10 Cr ",3519,1,1427.00,11000000,4491
"4 BHK Apartment for Sale in Pioneer Luxury, Bhimrad Surat","Super Area","2370 sqft","New Property","Ready to Move","10 out of 13",Unfurnished,West,"althan near complex bhimrad althan","₹4,500 per sqft ","₹1.06 Cr ",3579,1,2370.00,10600000,4500
"4 BHK Apartment for Sale in Pioneer Luxury, Bhimrad Surat","Super Area","2370 sqft",Resale,"Ready to Move","1 out of 13",Unfurnished,West,"4bhk Budgeted And Luxurious Flat, Floor Height 10.6 ft, 2Cars Alloted Parking, Spacious Garden and Luxury ElevationRead more","₹4,500 per sqft ","₹1.06 Cr ",3398,1,2370.00,10600000,4500
"4 BHK Apartment for Sale in Pioneer Viona, Bhimrad Surat","Carpet Area","2790 sqft",Resale,"Poss. by May '25","9 out of 13",Unfurnished,East,NULL,"₹11,155 per sqft ","₹1.40 Cr ",3202,1,2790.00,14000000,11155
"4 BHK Apartment for Sale in Piplod Surat","Carpet Area","1680 sqft","New Property","Poss. by Jun '26","10 out of 13",Unfurnished,North,"only 52 family in campus and Fully Furnished flat","₹6,390 per sqft ","₹1.88 Cr ",4066,1,1680.00,18800000,6390
"4 BHK Apartment for Sale in Piplod Surat","Carpet Area","2085 sqft","New Property","Poss. by Dec '24","17 out of 19",Unfurnished,East,"Flat For Sale, Details Piplod, Surat. 3791 To 7069 Sq.Ft Area New Construction River View 2 Tower, 19 FloorsRead more","₹8,599 per sqft ","₹3.26 Cr ",3891,1,2085.00,32600000,8599
"4 BHK Apartment for Sale in Piplod Surat","Carpet Area","2085 sqft","New Property","Poss. by Jan '26","19 out of 19",Unfurnished,East,"Details On Gymkhana Road, Piplod, Surat. 3791 To 7069 Sq.Ft Area Vaastu Verified  Banquet Hall    Gym Outdoor Games Cricket Pitch With Net  Badminton Court Library Billiard Pool Game Air Hockey  Kids Swimming Pool  And Many More Amenities. Site Address  The Palladium Tower, Near Ginger Hotel, Gymkhana Road,Read more","₹8,494 per sqft ","₹3.22 Cr ",3899,1,2085.00,32200000,8494
"4 BHK Apartment for Sale in Piplod Surat","Super Area","3900 sqft",Resale,"Ready to Move","7 out of 10",Semi-Furnished,NULL,"4 BHK, Multistorey Apartment is available for Sale in Piplod, Surat for 2.3 Crore(s)Read more","₹6,000 per sqft ","₹2.34 Cr ",3636,1,3900.00,23400000,6000
"4 BHK Apartment for Sale in Piplod Surat","Super Area","4500 sqft","New Property","Poss. by Mar '25","3 out of 18",Unfurnished,East,"Book Your Ultra Luxurious 4BHK Flat At Best Location Of Piplod","₹8,311 per sqft ","₹3.74 Cr ",4150,1,4500.00,37400000,8311
"4 BHK Apartment for Sale in Piramyd platina, Pal Surat","Super Area","2881 sqft","New Property","Ready to Move","6 out of 14",Unfurnished,East,"4 BHK Luxurious Flat for Sale In Pal Area With All Aminities.","₹6,100 per sqft ","₹1.75 Cr ",4474,1,2881.00,17500000,6100
"4 BHK Apartment for Sale in Pramukh Ananta, Vesu Surat","Carpet Area","1900 sqft","New Property","Poss. by Dec '27","5 out of 12",Unfurnished,South-East,"Check out Pramukh Ananta in Vesu, one of the upcoming underconstruction housing societies in Surat. There are apartments for sale in Pramukh Ananta. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.Read more","₹7,000 per sqft ","₹2.41 Cr ",4463,1,1900.00,24100000,7000
"4 BHK Apartment for Sale in Pramukh Ananta, Vesu Surat","Carpet Area","1900 sqft","New Property","Ready to Move","11 out of 13",Unfurnished,North-East,"Luxurious 4 Bhk Flat For Sell In Vesu","₹5,710 per sqft ","₹1.97 Cr ",4046,1,1900.00,19700000,5710
"4 BHK Apartment for Sale in Pramukh Ananta, Vesu Surat","Super Area","3450 sqft","New Property","Poss. by Jan '25","5 out of 13",Unfurnished,South-West,NULL,"₹7,500 per sqft ","₹2.58 Cr ",4380,1,3450.00,25800000,7500
"4 BHK Apartment for Sale in Pratham Ganesa, Pal Gam Surat","Carpet Area","1778 sqft","New Property","Ready to Move","6 out of 11",Unfurnished,East,"The project has 3  4 bhk multistorey apartments. The project has 4 towers of 11 storeys. All the apartments has east west entry as per vastu compliance. The project is near by schools markets and close to main road. The project has all the amenities with parkingsRead more","₹5,100 per sqft ","₹1.64 Cr ",4110,1,1778.00,16400000,5100
"4 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat","Super Area","2875 sqft","New Property","Poss. by Jan '26","3 out of 14",Unfurnished,East,"This 4 BHK flat offers affordability with a prime location right opposite a luxurious restaurant, boasting scenic views. Its conveniently situated on the Gaurav Path road and is purely residential, ensuring a peaceful atmosphere. The 16foot height parking provides ample space, and you can even use hydraulic parking to maximize parking capacity. Enjoy comfortable living with added convenience in this wellappointed residence.Read more","₹3,826 per sqft ","₹1.10 Cr ",3146,1,2875.00,11000000,3826
"4 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat","Super Area","2875 sqft","New Property","Poss. by Mar '25","5 out of 13",Unfurnished,South-West,"3 And 4 BHK Luxurious Flat For Sell In Gaurav Path Road With All aminities.Read more","₹3,751 per sqft ","₹1.07 Cr ",3274,1,2875.00,10700000,3751
"4 BHK Apartment for Sale in Prestige manor, Pal Surat","Carpet Area","2000 sqft",Resale,"Ready to Move","5 out of 12",Unfurnished,East,NULL,"₹5,491 per sqft ","₹1.84 Cr ",3959,1,2000.00,18400000,5491
"4 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat","Super Area","2705 sqft","New Property","Poss. by Dec '25","5 out of 13",Unfurnished,South-West,"Enter the gateway to Your Dreams, quality isnt expensive its priceless, any desire, Our amenities have got You covered.Read more","₹5,176 per sqft ","₹1.40 Cr ",3439,1,2705.00,14000000,5176
"4 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat","Super Area","2751 sqft","New Property","Poss. by Dec '26","1 out of 13",Unfurnished,North,"Raghuvir Sheron is premium residential project by Raghuvir Developers.  This project is located near SGCCI and Surat Dimond Bourse. The specious 3BHK residential flat in Sheron has luxurious living room and comfortable 4 bedrooms. it has 4 bathroom and wash area for comfortable living. The project also offers never before seen amenities such as Sky Bridge for Jogging and walking, Swimming pool, Meditation area, outdoor gym and banquet hall.Read more","₹5,089 per sqft ","₹1.40 Cr ",3333,1,2751.00,14000000,5089
"4 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat","Super Area","2751 sqft","New Property","Poss. by Jul '25","5 out of 13",Unfurnished,South-West,"2, 3 And 4 BHK Luxurious Flat For Sell In Vesu Prime Area With All Aminities .Read more","₹5,089 per sqft ","₹1.40 Cr ",3488,1,2751.00,14000000,5089
"4 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat","Super Area","2751 sqft","New Property","Poss. by Oct '25","7 out of 13",Unfurnished,East,"4 BHk affordable luxury in vesu , very nice location and luxurious amenities.Read more","₹5,090 per sqft ","₹1.40 Cr ",3575,1,2751.00,14000000,5090
"4 BHK Apartment for Sale in Raghuvir Sierra, Vesu Surat","Super Area","3551 sqft","New Property","Poss. by Jul '25","5 out of 12",Unfurnished,East,"Raghuvir Sierra is a Premium project by Raghuvir Developers in Vesu, Surat. It is located near VIP Road. The proposed luxurious flat is on 5th floor of the Tower and It has two type of living room i.e. formal and informal. It is  located near Jain temple and Aaradhna Bhavan.Read more","₹6,402 per sqft ","₹2.27 Cr ",4363,1,3551.00,22700000,6402
"4 BHK Apartment for Sale in Raghuvir Sierra, Vesu Surat","Super Area","3551 sqft","New Property","Poss. by Oct '25","5 out of 12",Unfurnished,South-West,"Raghuvir sierra is premium 4 BHK, 3551 square-feet. A place well located on corner has all daily necessity shopping area walking distance.Read more","₹6,398 per sqft ","₹2.27 Cr ",4312,1,3551.00,22700000,6398
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat","Super Area","3636 sqft","New Property","Poss. by Dec '24","5 out of 10",Unfurnished,East,"Located in vesu  off vip road is perfectly located with 4 bhk 3636 sq ft, and bigger 4 bhk with 4671 sq ft are ideal for different budget 4bhk requirement and also offers big 5 bhk flats 4 towers with sizes 4351 and 5801 square feet. Choose your need  you get every thing in silverstone. The project has a jain templeRead more","₹7,178 per sqft ","₹2.61 Cr ",4022,1,3636.00,26100000,7178
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat","Super Area","3636 sqft","New Property","Ready to Move","4 out of 12",Unfurnished,East,"Very good project in vesu area with time to time possession and no compromise in building development and use good material for constructing and developing the buildingRead more","₹7,200 per sqft ","₹2.61 Cr ",3848,1,3636.00,26100000,7200
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat","Super Area","3636 sqft","New Property","Ready to Move","6 out of 10",Unfurnished,North-East,"Altra Luxurious 4 Bhk Flat For Sell In Vesu at premium location","₹6,491 per sqft ","₹2.36 Cr ",3935,1,3636.00,23600000,6491
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat","Super Area","3636 sqft",NULL,NULL,NULL,NULL,NULL,"Multistorey Apartment for Sale in Vesu, Surat. Covered area is 3636.0  Sq-ft. This property belongs to "Raghuvir Silverstone" .Read more","₹6,500 per sqft ","₹2.36 Cr ",4026,1,3636.00,23600000,6500
"4 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat","Carpet Area","1320 sqft","New Property","Ready to Move","8 out of 13",Unfurnished,North-East,"Altra Luxurious 4 Bhk Flat For Sell In Vesu","₹5,000 per sqft ","₹1.20 Cr ",3557,1,1320.00,12000000,5000
"4 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat","Carpet Area","1322 sqft","New Property","Ready to Move","8 out of 14",Unfurnished,East,"3bhk and 4bhk flets for sell with all luxurious amenities.","₹5,500 per sqft ","₹1.32 Cr ",3456,1,1322.00,13200000,5500
"4 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat","Super Area","2405 sqft","New Property","Ready to Move","1 out of 14",Unfurnished,East,"Raghuvir Spectrum is 7 towers projects that has 3 dimensions i.e. 4BHK, 3BHk and 2BHK with Terrace. The residential marvel has lush landscape garden and party lawn as well as outdoor gym. it faces 80 ft wide road which is well connected with 2nd VIP road, Vesu and Canal Road.Read more","₹5,100 per sqft ","₹1.22 Cr ",3444,1,2405.00,12200000,5100
"4 BHK Apartment for Sale in Raghuvir Spelito, Vesu Surat","Super Area","3401 sqft","New Property","Poss. by Dec '25","1 out of 12",Unfurnished,NULL,"Raghuvir Spelito is a ultra luxurious residential project in Vesu Area. It is located opp VR Mall near Raghuvir Shell. All the flat are Vastu Compliant and living room and various bedrooms are places to overlook Garden. Only two flats on each floor for privacy and peaceful living. Spelito has two side road connectivity and has entrance and exit gates on both the roads. It is located opp. Vr mall and well connected with Surat dumas Road and airport road.Read more","₹5,601 per sqft ","₹1.90 Cr ",4075,1,3401.00,19000000,5601
"4 BHK Apartment for Sale in Raghuvir Spelito, Vesu Surat","Super Area","3401 sqft","New Property","Poss. by Dec '27","5 out of 13",Unfurnished,East,"A 4 bedroom flat, located in vesu surat, is available. It is a under construction in flat located in Raghuvir spelito. Situated in a prominent locality, iproperty, which is in its prime condition. The flat is on the 6th floor of the building. Aesthetically designed, this property has 4 bathrooms. The property also has 1 balconys and pooja room and study room. The flat has a good view of the locality. The flat is a freehold property and has a super built-Up area of 3401 sq. Ft. The flat is located in a gated society and offers good security.Read more","₹5,601 per sqft ","₹1.90 Cr ",4039,1,3401.00,19000000,5601
